video_id,trending_date,channel_title,category_id,publish_time,views,likes,dislikes,comment_count,comments_disabled,ratings_disabled,category_name
KQkkgD2p3Ow,23-11-17,U2VEVO,10,20-11-17 16:00,227316,6069,419,831,0,0,Music
WKcYTvyoidw,23-11-17,Business Insider,25,21-11-17 20:00,37705,961,51,228,0,0,News & Politics
Nt4tJHp27u0,23-11-17,Colleen Vlogs,23,21-11-17 6:49,128996,8203,171,1062,0,0,Comedy
f45Va7jMSx4,23-11-17,How to DAD,22,19-11-17 23:02,137347,4429,174,272,0,0,People & Blogs
euaGS3tPRBw,23-11-17,HBO,1,19-11-17 17:59,1984712,26021,1965,2811,0,0,Film & Animation
41kp6qN1Crg,23-11-17,NBA,17,20-11-17 23:39,139847,2225,25,65,0,0,Sports
qv9Gt38LOKQ,23-11-17,JerryRigEverything,26,20-11-17 14:00,638581,24510,580,2508,0,0,How to & Style
NYizLfEYKuY,23-11-17,Eater,26,20-11-17 15:00,160591,2063,121,242,0,0,How to & Style
ZkPSbp3zTfo,23-11-17,Saturday Night Live,24,19-11-17 7:13,2857743,57173,3359,6605,0,0,Entertainment
TIQqb80eg24,23-11-17,Billboard,10,20-11-17 4:45,2142476,106008,1722,9762,0,0,Music
Kn5UgGQukYQ,23-11-17,hudsonunionsociety,1,14-10-16 21:14,36137,0,0,0,1,1,Film & Animation
ai_UWoM37dI,23-11-17,Dwarf Mamba,24,18-11-17 19:55,6176066,344502,8172,97131,0,0,Entertainment
8mCcM-PUmLM,23-11-17,Safiya Nygaard,22,19-11-17 21:29,2167780,114202,1300,9880,0,0,People & Blogs
2a52cBN9qOA,23-11-17,CBS Miami,25,21-11-17 17:26,1095,8,2,13,0,0,News & Politics
YcCrw6d3UX4,23-11-17,NBC News,25,21-11-17 19:18,5208,54,27,56,0,0,News & Politics
caN18WcW5XU,23-11-17,David Sistaro,10,20-11-17 1:45,112694,1432,34,99,0,0,Music
aKPz583WRpQ,23-11-17,Just Wow me,24,18-11-17 19:22,2132668,16577,596,2024,0,0,Entertainment
v6d1rShfyZk,23-11-17,Voicebot,22,21-11-17 16:02,2869,2,2,0,0,0,People & Blogs
mN4JWnTOSmg,23-11-17,The Sports King,22,19-11-17 20:23,15117,165,4,28,0,0,People & Blogs
7COF8AhH9Z8,23-11-17,CNN,25,21-11-17 16:16,27302,195,40,290,0,0,News & Politics
r4a5ZzHclCs,23-11-17,The Scran Line,26,20-11-17 13:47,53042,2953,51,271,0,0,How to & Style
0s6-iFoCFNQ,23-11-17,Kitchen Nightmares,24,18-11-17 17:00,2464654,25590,825,3725,0,0,Entertainment
c8DogLWrs90,23-11-17,BuzzFeed Nifty,26,20-11-17 18:00,38712,1286,45,137,0,0,How to & Style
9Tb3xPmr3yg,23-11-17,ABC News,25,19-11-17 15:44,81305,563,58,524,0,0,News & Politics
U44YLdW9AL4,23-11-17,Simon and Martina,19,19-11-17 12:35,249099,11180,342,1628,0,0,Travel & Events
cyhU06cXfeU,23-11-17,AlishaMarie,26,19-11-17 19:28,1206659,86499,785,13983,0,0,How to & Style
k-qUBZWor4I,23-11-17,Bob Przybylo,17,21-11-17 0:24,11810,12,7,44,0,0,Sports
6SjslBAJkJI,23-11-17,Passenger,10,19-11-17 17:59,253356,12149,126,852,0,0,Music
WeOwqu6gOPs,23-11-17,Klossy,22,20-11-17 10:23,196081,8953,62,357,0,0,People & Blogs
YRRczTwopgA,23-11-17,Mayim Bialik,1,20-11-17 16:31,29607,2055,50,369,0,0,Film & Animation
c9m52-psUmw,23-11-17,Marie McGann,24,02-06-16 23:05,8284,27,7,6,0,0,Entertainment
cH4E_t3m3xM,23-11-17,SelenaGomezVEVO,10,18-11-17 16:00,11342795,683954,13904,40039,0,0,Music
t5SXnaaOJfY,23-11-17,Access Hollywood,24,20-11-17 5:46,82123,258,98,107,0,0,Entertainment
wc4v9uT6GWc,23-11-17,USA TODAY,25,19-11-17 17:22,24158,177,28,151,0,0,News & Politics
Djxjmq9pvrM,23-11-17,Fleur DeForce,26,19-11-17 17:00,145499,4040,216,385,0,0,How to & Style
SW3X7-gk8q0,23-11-17,FallOutBoyVEVO,10,20-11-17 5:00,342587,34686,250,4222,0,0,Music
qvLyNeMGdR4,23-11-17,John Sellars,24,28-12-16 5:34,1480,5,0,1,0,0,Entertainment
XisRqF3ympA,23-11-17,Refinery29,26,20-11-17 16:00,15203,399,13,80,0,0,How to & Style
Q1EgRiVdT5w,23-11-17,clothesencounters,26,19-11-17 18:00,159957,6946,234,321,0,0,How to & Style
D818vkK10UQ,23-11-17,Nile Wilson,17,18-11-17 10:30,341472,11032,512,517,0,0,Sports
_wS7seijyks,23-11-17,Rosanna Pansino,26,18-11-17 17:00,694533,21205,788,2809,0,0,How to & Style
B4mK5OElAFQ,23-11-17,Thomas Sanders,23,18-11-17 18:29,257195,17097,543,3795,0,0,Comedy
wuEKwkTqdw4,23-11-17,NOLA.com,25,19-11-17 5:07,24996,261,353,692,0,0,News & Politics
jR5k_1Jgf2Y,23-11-17,E! News,24,20-11-17 6:35,8448,57,18,20,0,0,Entertainment
A6-P1-xxF9Y,23-11-17,AIA awards,22,19-11-17 7:05,81909,1217,519,0,1,0,People & Blogs
PliRMGvytnA,23-11-17,Simply Nailogical,24,18-11-17 16:43,2187692,93920,1034,9928,0,0,Entertainment
TyHvyGVs42U,23-11-17,LuisFonsiVEVO,10,17-11-17 5:00,68997838,2048049,96281,115819,0,0,Music
NNywashg_mw,23-11-17,ESPN,17,19-11-17 14:10,36717,204,41,108,0,0,Sports
Y1n8F4uClUU,23-11-17,CrashRacing,2,18-11-17 4:57,3241257,16673,1033,2712,0,0,Autos & Vehicles
VjEyUUQP1s8,23-11-17,The Current Source,28,17-11-17 21:18,3391,151,1,20,0,0,Science & Technology
hLgIghY-FGc,23-11-17,Taylor Nicole Dean,15,18-11-17 7:13,592731,38272,663,4997,0,0,Pets & Animals
RZU5HebzuP4,23-11-17,Useless Duck Company,23,18-11-17 17:56,54522,248,24,18,0,0,Comedy
BQ_0QLL2gqI,23-11-17,HaileeSteinfeldVEVO,10,17-11-17 18:00,5191299,184880,2143,5388,0,0,Music
dpeDxEb9yeg,23-11-17,Tasty,26,17-11-17 23:00,525796,16273,392,837,0,0,How to & Style
F86S9Uc4mP4,23-11-17,Mashed,24,18-11-17 21:00,785288,7038,594,2864,0,0,Entertainment
By6Mi7VlqcU,23-11-17,Shade 45,22,17-11-17 18:26,297714,2610,1553,1561,0,0,People & Blogs
jPkRGHivRD8,23-11-17,emmymadeinjapan,26,19-11-17 1:00,85898,3590,185,544,0,0,How to & Style
FZiCWBplZ90,23-11-17,AnthonyPadilla,23,18-11-17 1:16,345600,28893,490,2428,0,0,Comedy
HHtfcjwHERA,23-11-17,Eric Strebel,26,15-11-17 17:00,4736,143,11,14,0,0,How to & Style
w8vsuOXZBXc,23-11-17,Fueled By Ramen,10,17-11-17 15:00,2575435,154170,3283,11223,0,0,Music
5HUCAF6898w,23-11-17,HACKADAY,28,20-11-17 18:00,2367,55,1,4,0,0,Science & Technology
asu37n6sEBY,23-11-17,ChrisStapletonVEVO,10,17-11-17 16:08,515929,9790,500,470,0,0,Music
fRj34o4hN4I,23-11-17,BostonDynamics,28,16-11-17 21:12,10595011,203961,4871,35108,0,0,Science & Technology
nfbwPTsowEA,23-11-17,Rclbeauty101,24,17-11-17 22:00,751890,50672,1696,3461,0,0,Entertainment
6GT7PrIIS5I,23-11-17,Matthias Wandel,26,17-11-17 12:30,362572,6295,752,519,0,0,How to & Style
b6fepBtNgVM,23-11-17,Leroy Sanchez,10,18-11-17 17:00,932966,95080,361,4270,0,0,Music
r15_6z9xryo,23-11-17,Sam Chui,19,17-11-17 13:01,2200529,17822,1819,1783,0,0,Travel & Events
EsBjHXCG4Us,23-11-17,The Infographics Show,27,17-11-17 17:00,434799,9087,422,1880,0,0,Education
wPib0uRFmC0,23-11-17,JoergSprave,28,18-11-17 20:42,118159,6108,40,398,0,0,Science & Technology
5n9xafjynJA,23-11-17,The Verge,28,17-11-17 6:27,2141930,36844,909,5640,0,0,Science & Technology
pOEzjT-SED0,23-11-17,RemyMaVEVO,10,16-11-17 15:00,3586390,100576,18690,23563,0,0,Music
k_YtadXMmD4,23-11-17,RM Videos,23,17-11-17 1:26,141897,343,6,21,0,0,Comedy
6uJf2IT2Zh8,23-11-17,SMTOWN,10,17-11-17 9:00,11825470,575900,18051,61498,0,0,Music
VNqrILFD5h0,23-11-17,Watch What Happens Live with Andy Cohen,24,17-11-17 12:59,141782,645,216,170,0,0,Entertainment
88kkrRv1UgI,23-11-17,RealLifeLore,27,17-11-17 16:37,363154,13957,812,1988,0,0,Education
kz3MEd1Jr0Q,23-11-17,Ultra Music,10,17-11-17 15:01,1456715,75745,1012,3485,0,0,Music
p9wE8dyzEJE,23-11-17,Paramount Pictures,1,16-11-17 14:00,4428937,15617,411,2740,0,0,Film & Animation
8-u5nd2GqNE,23-11-17,Half as Interesting,27,16-11-17 15:30,1105611,27738,854,4830,0,0,Education
iASe_veKR74,23-11-17,ToveLoVEVO,10,17-11-17 14:00,239773,11786,169,605,0,0,Music
fQvGSkTYJSE,23-11-17,Tech Insider,2,17-11-17 14:36,836305,9164,664,3133,0,0,Autos & Vehicles
qS6LoRYUdhw,23-11-17,AsapSCIENCE,28,16-11-17 17:38,1185542,45596,695,3993,0,0,Science & Technology
GIn4CeZq7Nw,23-11-17,Funny Or Die,23,17-11-17 15:00,97795,1271,128,146,0,0,Comedy
wJh-jurxmGQ,23-11-17,Good Morning Britain,24,17-11-17 11:22,113980,571,71,0,1,0,Entertainment
2r_nGjgqPE0,23-11-17,Atlantic Records,10,16-11-17 17:07,1360509,54560,519,1579,0,0,Music
JLOFZoBJnd8,23-11-17,Maddie Ziegler,24,18-11-17 1:40,516353,27621,285,1208,0,0,Entertainment
rovAxg5A48Q,23-11-17,Taylor Alexander,28,07-11-17 9:32,5584,38,2,10,0,0,Science & Technology
pvg2cw5oshg,23-11-17,LukeBryanVEVO,10,17-11-17 5:00,173742,4598,182,258,0,0,Music
3jtjkXSvuJw,23-11-17,Kitten Lady,15,17-11-17 22:40,83207,6725,25,695,0,0,Pets & Animals
8-Cjsnq8kVU,23-11-17,20th Century Fox,1,15-11-17 14:01,12382809,328876,7238,14836,0,0,Film & Animation
eKwAib6LosM,23-11-17,MiguelVEVO,10,17-11-17 5:00,436629,16959,185,907,0,0,Music
KGziD2V8Ppw,23-11-17,ImagineDragonsVEVO,10,17-11-17 5:00,617406,34338,637,2154,0,0,Music
dcipHnWcB0w,23-11-17,The Real Daytime,24,16-11-17 18:03,702556,5960,463,589,0,0,Entertainment
t1shnJT8NCY,23-11-17,Full Frontal with Samantha Bee,22,16-11-17 7:00,700476,8114,2682,1410,0,0,People & Blogs
UuCq8mtK8J4,23-11-17,DJSnakeVEVO,10,16-11-17 5:00,4600718,167704,2623,5290,0,0,Music
U5sCjnezw4o,23-11-17,MassLive,25,17-11-17 4:20,133758,781,94,308,0,0,News & Politics
cHB_s970Uyw,24-11-17,Adult Swim,24,22-11-17 15:00,3765990,116997,4148,14779,0,0,Entertainment
nkXGohB02V0,24-11-17,Simon's Cat,15,23-11-17 13:04,350853,20974,339,1064,0,0,Pets & Animals
wV7RsaTY228,24-11-17,The King of Random,27,23-11-17 12:00,296440,9567,748,3243,0,0,Education
Z1rZAT2GtmI,24-11-17,CollegeHumor,23,22-11-17 18:30,1750448,41770,2502,4942,0,0,Comedy
9VH4yQrU_SY,24-11-17,The Tonight Show Starring Jimmy Fallon,23,23-11-17 11:00,184579,2565,84,242,0,0,Comedy
V3EYjVPRClU,24-11-17,SiaVEVO,10,22-11-17 16:00,1481114,87125,3020,9135,0,0,Music
1lGHZ5NMHRY,24-11-17,Apple,28,22-11-17 20:00,687321,21479,2345,0,1,0,Science & Technology
_EvMYEfF_hQ,24-11-17,WIRED,24,21-11-17 17:00,10311506,388862,7644,27036,0,0,Entertainment
Wen6VQS6NG4,24-11-17,TheBackyardScientist,28,23-11-17 2:47,588908,16422,1238,1636,0,0,Science & Technology
OHOkdEBpwDc,24-11-17,Philip DeFranco,24,21-11-17 22:17,1713057,85196,2339,17322,0,0,Entertainment
zYX1bgxEAhw,24-11-17,Carla Resendiz,24,22-11-17 3:30,636464,17862,777,4695,0,0,Entertainment
I8TVdFbFMg4,24-11-17,UrAvgConsumer,28,22-11-17 17:17,521956,13084,683,1393,0,0,Science & Technology
LqSkYMmyUWU,24-11-17,Eva Lunde Bentley,1,13-10-15 8:25,133924,3251,47,441,0,0,Film & Animation
J6iyX87SBP0,24-11-17,Sufficiently Advanced,1,22-11-17 14:00,235270,3110,623,627,0,0,Film & Animation
VfAOl67WcLY,24-11-17,Anwar Jibawi,23,22-11-17 18:00,950854,35257,1222,1678,0,0,Comedy
I6N-XuYllgA,24-11-17,Vanity Fair,24,22-11-17 17:00,1165229,57834,729,3040,0,0,Entertainment
EBt_88nxG4c,24-11-17,PinkVEVO,10,21-11-17 14:00,8464537,327501,12297,24010,0,0,Music
mewW_pRSgEc,24-11-17,Late Night with Seth Meyers,23,22-11-17 2:00,1558898,17640,1173,2935,0,0,Comedy
NWQqJDGo4Z4,24-11-17,CAguileraVEVO,10,22-11-17 8:00,77288,2176,464,742,0,0,Music
3IaL0li-LWU,24-11-17,The Deal Guy,28,22-11-17 15:04,122586,3353,485,4155,0,0,Science & Technology
KFaMZUarksA,24-11-17,DemiLovatoVEVO,10,21-11-17 22:15,2126764,117804,1421,7825,0,0,Music
G4BxOhJOmUw,24-11-17,Binging with Babish,24,21-11-17 16:16,1257735,35124,833,3314,0,0,Entertainment
RP3UsFrDJfY,24-11-17,LadyGagaVEVO,10,22-11-17 0:04,816847,61459,822,4099,0,0,Music
fIElFIuzGLI,24-11-17,Kandee Johnson,26,22-11-17 18:12,151567,4459,629,686,0,0,How to & Style
2Nlo2ekTRvI,24-11-17,CinemaSins,1,21-11-17 16:07,1556203,36243,1570,5692,0,0,Film & Animation
,24-11-17,CBS This Morning,25,21-11-17 12:35,454203,2218,1016,1664,0,0,News & Politics
CzmIrPvIzxk,24-11-17,Screen Junkies,1,21-11-17 18:00,1861361,47240,1156,5700,0,0,Film & Animation
1dQEfL2BfUM,24-11-17,Nerdwriter1,24,22-11-17 15:00,197420,14144,249,716,0,0,Entertainment
9efQnL-nlUg,24-11-17,Austin Evans,28,22-11-17 17:32,456992,14287,513,1593,0,0,Science & Technology
0dSR-9mtuzk,24-11-17,The Voice,24,22-11-17 1:30,350159,11143,173,493,0,0,Entertainment
Yq4_YocuVeg,24-11-17,Netflix,24,22-11-17 16:01,81706,1677,32,158,0,0,Entertainment
Lg5x-YWxpco,24-11-17,Looper,24,21-11-17 19:53,752064,8837,974,4213,0,0,Entertainment
puREqwXzyCI,24-11-17,Miranda Sings,23,22-11-17 19:30,145093,11120,495,1610,0,0,Comedy
Zxag9p-63RU,24-11-17,Warner Bros. Pictures,24,22-11-17 14:08,1484851,6093,304,601,0,0,Entertainment
vFK7oWLWapc,24-11-17,Jenny Nicholson,1,22-11-17 3:08,208376,8646,1464,2281,0,0,Film & Animation
5TLANg1GC7U,24-11-17,Brat,24,22-11-17 0:27,2717114,73896,1335,7586,0,0,Entertainment
taxAD2LePy8,24-11-17,Jackie Aina,26,22-11-17 4:27,346530,32631,375,3550,0,0,How to & Style
mH-Sx0lEGjA,24-11-17,The Late Late Show with James Corden,24,22-11-17 9:35,461918,14478,135,956,0,0,Entertainment
6VoJHrdoIJw,24-11-17,PB Comps,17,23-11-17 1:24,434617,8540,335,1085,0,0,Sports
TSW9cla5bmw,24-11-17,The Late Show with Stephen Colbert,24,22-11-17 8:35,100921,1519,53,168,0,0,Entertainment
JaNmH8A-4NM,24-11-17,WWE,17,22-11-17 2:59,1017736,18601,658,2093,0,0,Sports
CKPMAICRYuw,24-11-17,TheEllenShow,24,22-11-17 14:00,476412,8543,147,438,0,0,Entertainment
M6LTqtYKDtI,24-11-17,PTXofficial,10,21-11-17 15:00,966474,45634,1183,3087,0,0,Music
CxC161GvMPc,24-11-17,TED-Ed,27,21-11-17 16:03,376081,16323,338,1177,0,0,Education
vkHGedqmIPc,24-11-17,vlogbrothers,22,21-11-17 20:25,218417,13285,244,997,0,0,People & Blogs
GyvRamX1VyA,24-11-17,Yes Theory,24,21-11-17 21:38,276578,12015,196,1141,0,0,Entertainment
Da2crn5NXc4,24-11-17,Zoella,26,22-11-17 18:00,694652,54674,1848,2726,0,0,How to & Style
0Rt329xQUjM,24-11-17,Bon App̩tit,26,21-11-17 16:56,289999,10239,173,1213,0,0,How to & Style
s7wLPGmnahE,24-11-17,E! Entertainment,24,22-11-17 14:46,179997,1401,113,133,0,0,Entertainment
lJM8qqEy35c,24-11-17,YTN NEWS,25,22-11-17 2:01,161587,548,53,579,0,0,News & Politics
3oXhLdeuxDw,24-11-17,The Weather Channel,25,20-11-17 20:16,945493,10397,287,1727,0,0,News & Politics
FaxqVBYVOVU,24-11-17,lara6683,20,22-11-17 2:46,152289,5828,46,437,0,0,Gaming
,24-11-17,adidas Football,17,22-11-17 9:10,1807642,7313,1602,666,0,0,Sports
TfHJJeiS-aI,24-11-17,Dancing With The Stars,24,22-11-17 6:18,156600,1747,43,133,0,0,Entertainment
fEjag-a7TyU,24-11-17,Duston Ward,17,20-11-17 13:40,1190081,10587,537,749,0,0,Sports
0PW9MWDWLH8,24-11-17,Grace Helbig,22,22-11-17 8:23,117455,9627,50,791,0,0,People & Blogs
eZQdQ5pV6EE,24-11-17,Peter McKinnon,22,21-11-17 13:18,430719,26033,399,4318,0,0,People & Blogs
G_Pu00NmJfg,24-11-17,First We Feast,26,21-11-17 16:04,351726,9308,185,1009,0,0,How to & Style
4L-BPQVZYXM,24-11-17,Marques Brownlee,28,21-11-17 19:52,1409442,51315,1201,5699,0,0,Science & Technology
FTv-CE43PpM,24-11-17,ScreenJunkies News,24,21-11-17 19:47,76830,1822,172,815,0,0,Entertainment
OPaybxgucww,24-11-17,Hannah Stocking,23,21-11-17 18:00,801356,35347,786,1119,0,0,Comedy
lfkYyrhWphE,24-11-17,ShawnMendesVEVO,10,21-11-17 17:42,1281845,132100,649,7944,0,0,Music
UQHSK-kgONk,24-11-17,Portugal. The Man,10,21-11-17 18:50,141179,3803,39,266,0,0,Music
HszBf-CJeVE,24-11-17,Zendaya,24,21-11-17 17:51,822215,40240,461,2287,0,0,Entertainment
X5DWRXTOUD0,24-11-17,MyLifeAsEva,26,21-11-17 23:32,637028,41968,1457,3344,0,0,How to & Style
XcUiOyKclOI,24-11-17,Kelly Clarkson,10,21-11-17 15:56,73194,3342,24,213,0,0,Music
3k6RD9zVvpE,24-11-17,Rudy Mancuso,23,20-11-17 21:07,2380130,172520,1268,9903,0,0,Comedy
BQC09Mdn24w,24-11-17,James Charles,24,21-11-17 23:40,446986,29789,1424,3357,0,0,Entertainment
i2ZHwnKVXK0,24-11-17,Buttered Side Down,23,21-11-17 18:00,125762,4731,81,289,0,0,Comedy
bAfn2duIlN8,24-11-17,iJustine,22,21-11-17 19:39,142155,6971,268,1003,0,0,People & Blogs
kKFNThEiilU,24-11-17,Doug Jones for Senate,22,21-11-17 2:30,88992,884,376,566,0,0,People & Blogs
uU3kLBo_ruo,24-11-17,Wendover Productions,27,21-11-17 15:30,525658,23918,1469,4860,0,0,Education
SJUhFjNfaZY,24-11-17,DreamCastle_629,10,17-10-17 15:31,49280,373,31,58,0,0,Music
aZdkR_WhA5Q,24-11-17,Inanna Sarkis,23,20-11-17 18:01,1214739,43573,1828,1614,0,0,Comedy
CWrjDoEBQsw,24-11-17,How To Cake It,26,21-11-17 15:59,506084,20571,249,1953,0,0,How to & Style
7Bgj9c48zHU,24-11-17,Sailor J,24,21-11-17 17:44,72493,9593,93,3428,0,0,Entertainment
IuYFvaNHJug,24-11-17,NickJonasVEVO,10,21-11-17 22:53,149328,8272,106,389,0,0,Music
fbL1ZoAQgUU,24-11-17,NASA Jet Propulsion Laboratory,28,20-11-17 19:34,1112801,8863,376,2111,0,0,Science & Technology
UhZ56rcWwRQ,24-11-17,Disney Movie Trailers,1,20-11-17 1:22,1921050,22530,5069,5172,0,0,Film & Animation
dLRZTBtdMUg,24-11-17,slaymeclarkson c:,10,20-11-17 19:13,164325,3036,122,131,0,0,Music
,24-11-17,Cracked,23,20-11-17 17:00,595693,15630,1176,1694,0,0,Comedy
leFNoUJmJ9o,24-11-17,The Tommy Edison Experience,22,22-11-17 1:14,21636,1735,8,301,0,0,People & Blogs
Yhea380bYp0,24-11-17,Green Day,10,21-11-17 19:02,139228,17143,89,1319,0,0,Music
vSRAOvhFF1I,24-11-17,Tyler Oakley,24,21-11-17 19:59,80252,8019,87,385,0,0,Entertainment
jH2t4Tcl3Pg,24-11-17,Bruno Mars,10,20-11-17 16:14,687107,27235,490,1516,0,0,Music
w2Es7-c9GAk,24-11-17,Entertainment Tonight,10,20-11-17 4:59,1902473,9294,2432,1913,0,0,Music
6LuHS7ZeSjE,24-11-17,Smosh,23,20-11-17 17:00,938195,34721,1154,2203,0,0,Comedy
zOgle88sKro,24-11-17,Tom Scott,27,20-11-17 16:00,604117,22195,184,1228,0,0,Education
FaJmopuuhZE,24-11-17,Josh Groban,10,20-11-17 16:00,138587,4154,157,543,0,0,Music
pmdVVDkvJXU,24-11-17,The Hollywood Reporter,24,21-11-17 15:00,72271,1222,15,226,0,0,Entertainment
8HTdbCohTXY,24-11-17,BBC News,25,22-11-17 11:22,20796,256,164,601,0,0,News & Politics
YkLzdHTv3G0,24-11-17,ExplosmEntertainment,23,20-11-17 6:00,767834,36411,902,1990,0,0,Comedy
R8hccXRk3MI,24-11-17,Good Mythical Morning,24,20-11-17 11:00,558010,9190,1415,1014,0,0,Entertainment
EbuCLC_wVlM,24-11-17,Vogue,24,21-11-17 14:54,386371,15686,162,532,0,0,Entertainment
KIFiLnPHUoM,24-11-17,HACKADAY,28,22-11-17 19:30,2078,42,5,7,0,0,Science & Technology
KQkkgD2p3Ow,24-11-17,U2VEVO,10,20-11-17 16:00,269908,6504,460,977,0,0,Music
aVpvVq_yZLM,24-11-17,The View,25,20-11-17 16:13,166252,695,817,1231,0,0,News & Politics
XHkAjUVoQME,24-11-17,Alex Gilbert,22,15-11-17 8:02,242805,3236,62,201,0,0,People & Blogs
wx-M8sxcOp8,24-11-17,NFL,17,20-11-17 4:57,1368380,10006,695,4472,0,0,Sports
iBy6XRHPODQ,24-11-17,The Grand Tour,24,20-11-17 14:58,852594,21592,133,1636,0,0,Entertainment
aD5dCMBeySA,24-11-17,WildTurkeyBourbon,22,20-11-17 14:04,75396,966,38,157,0,0,People & Blogs
qv9Gt38LOKQ,24-11-17,JerryRigEverything,26,20-11-17 14:00,666530,24859,590,2546,0,0,How to & Style
iatq3Rn4vsg,24-11-17,Cut,24,20-11-17 13:00,295200,8544,172,1032,0,0,Entertainment
uLHygq6Mm-0,24-11-17,TV Promos,24,20-11-17 17:08,70803,1062,47,188,0,0,Entertainment
MVes87KrWvs,24-11-17,ConnorFranta,22,20-11-17 23:15,186020,21524,300,997,0,0,People & Blogs
X_tYrnv_o6A,24-11-17,Veritasium,27,20-11-17 15:00,440657,30270,224,3693,0,0,Education
G_UHknhNbAQ,24-11-17,Vox,25,20-11-17 13:01,625761,17072,581,2803,0,0,News & Politics
vNya04dlC4I,24-11-17,Washington Post,24,20-11-17 15:38,60216,192,277,228,0,0,Entertainment
7cTi6PHUqMw,24-11-17,John Campea,24,21-11-17 17:00,38653,1391,82,800,0,0,Entertainment
f45Va7jMSx4,24-11-17,How to DAD,22,19-11-17 23:02,143780,4499,177,275,0,0,People & Blogs
7COF8AhH9Z8,24-11-17,CNN,25,21-11-17 16:16,28763,197,41,308,0,0,News & Politics
ZkPSbp3zTfo,24-11-17,Saturday Night Live,24,19-11-17 7:13,2986642,58567,3466,6617,0,0,Entertainment
Nt4tJHp27u0,24-11-17,Colleen Vlogs,23,21-11-17 6:49,132403,8395,172,1062,0,0,Comedy
WKcYTvyoidw,24-11-17,Business Insider,25,21-11-17 20:00,42024,1037,55,248,0,0,News & Politics
TIQqb80eg24,24-11-17,Billboard,10,20-11-17 4:45,2242220,109074,1770,9592,0,0,Music
euaGS3tPRBw,24-11-17,HBO,1,19-11-17 17:59,2021002,26338,1987,2814,0,0,Film & Animation
8mCcM-PUmLM,24-11-17,Safiya Nygaard,22,19-11-17 21:29,2271673,116212,1337,10004,0,0,People & Blogs
Kn5UgGQukYQ,24-11-17,hudsonunionsociety,1,14-10-16 21:14,36579,0,0,0,1,1,Film & Animation
aXLS_WDIugk,24-11-17,Royal Academy of Arts,24,10-11-16 19:37,17164,47,1,1,0,0,Entertainment
2a52cBN9qOA,24-11-17,CBS Miami,25,21-11-17 17:26,1638,11,2,14,0,0,News & Politics
v6d1rShfyZk,24-11-17,Voicebot,22,21-11-17 16:02,3409,2,2,0,0,0,People & Blogs
ai_UWoM37dI,24-11-17,Dwarf Mamba,24,18-11-17 19:55,6371227,350739,8363,98789,0,0,Entertainment
41kp6qN1Crg,24-11-17,NBA,17,20-11-17 23:39,146487,2270,25,65,0,0,Sports
NYizLfEYKuY,24-11-17,Eater,26,20-11-17 15:00,167756,2095,128,252,0,0,How to & Style
aKPz583WRpQ,24-11-17,Just Wow me,24,18-11-17 19:22,2283526,17550,637,1919,0,0,Entertainment
YcCrw6d3UX4,24-11-17,NBC News,25,21-11-17 19:18,5708,55,27,58,0,0,News & Politics
c9m52-psUmw,24-11-17,Marie McGann,24,02-06-16 23:05,8523,27,8,85,0,0,Entertainment
r4a5ZzHclCs,24-11-17,The Scran Line,26,20-11-17 13:47,56071,3074,51,273,0,0,How to & Style
k-qUBZWor4I,24-11-17,Bob Przybylo,17,21-11-17 0:24,12324,15,7,47,0,0,Sports
6SjslBAJkJI,24-11-17,Passenger,10,19-11-17 17:59,286290,12662,142,865,0,0,Music
caN18WcW5XU,24-11-17,David Sistaro,10,20-11-17 1:45,123513,1529,37,118,0,0,Music
U44YLdW9AL4,24-11-17,Simon and Martina,19,19-11-17 12:35,254432,11319,348,1632,0,0,Travel & Events
0s6-iFoCFNQ,24-11-17,Kitchen Nightmares,24,18-11-17 17:00,2532525,25959,841,3780,0,0,Entertainment
9Tb3xPmr3yg,24-11-17,ABC News,25,19-11-17 15:44,85102,576,58,552,0,0,News & Politics
cyhU06cXfeU,24-11-17,AlishaMarie,26,19-11-17 19:28,1268825,88497,811,14410,0,0,How to & Style
c8DogLWrs90,24-11-17,BuzzFeed Nifty,26,20-11-17 18:00,40354,1327,47,143,0,0,How to & Style
mN4JWnTOSmg,24-11-17,The Sports King,22,19-11-17 20:23,20201,213,5,31,0,0,People & Blogs
YRRczTwopgA,24-11-17,Mayim Bialik,1,20-11-17 16:31,31636,2108,290,631,0,0,Film & Animation
WeOwqu6gOPs,24-11-17,Klossy,22,20-11-17 10:23,210712,9581,65,384,0,0,People & Blogs
SW3X7-gk8q0,24-11-17,FallOutBoyVEVO,10,20-11-17 5:00,367227,35324,268,4265,0,0,Music
j7I-d1B6HwE,24-11-17,Access Hollywood,24,20-11-17 5:33,137410,369,124,88,0,0,Entertainment
qvLyNeMGdR4,24-11-17,John Sellars,24,28-12-16 5:34,1543,6,0,1,0,0,Entertainment
cH4E_t3m3xM,24-11-17,SelenaGomezVEVO,10,18-11-17 16:00,13664373,718368,14971,41325,0,0,Music
a9i2wTxsxV0,24-11-17,Spectrum Haleskarth,1,21-09-15 23:40,5997,16,0,4,0,0,Film & Animation
wc4v9uT6GWc,24-11-17,USA TODAY,25,19-11-17 17:22,24462,179,28,151,0,0,News & Politics
avDL9JRcmgs,24-11-17,Milkmen Design,22,13-11-17 14:39,4387,6,0,0,0,0,People & Blogs
